Date;Africa;Japan;Australia;Latinamerica;MiddleEast;Commodities;LongBond;ShortBond
04/05/2005;517,491;11002,11;312,359;413,734;218,81;308,35;135,568;121,059
05/05/2005;525,216;11002,11;314,419;414,306;214,7;309,27;135,838;121,285
06/05/2005;525,39;11192,17;314,716;416,773;211,87;309,38;135,155;120,827
09/05/2005;526,518;11171,32;313,971;416,038;212,2;311,1;136,084;121,096
10/05/2005;524,478;11159,46;315,18;408,675;211,42;313,12;137,349;121,622
11/05/2005;523,392;11120,7;316,163;405,678;211,49;310,25;138,384;121,998
12/05/2005;515,075;11077,94;314,689;400,275;214,62;305,91;138,262;121,924
13/05/2005;507,478;11049,11;311,274;396,992;214,9;303,4;139,006;122,203
16/05/2005;507,397;10947,22;305,417;400,366;212,62;302,33;138,801;122,11
17/05/2005;500,059;10825,39;304,529;403,043;212,94;304,06;138,833;122,174
18/05/2005;504,588;10835,41;307,456;412,395;214,29;303,75;139,722;122,391
19/05/2005;504,695;11077,16;311,459;415,39;211,88;302,14;139,653;122,187
20/05/2005;497,912;11037,29;310,284;412,633;213,01;302;139,035;121,882
23/05/2005;503,541;11158,65;315,203;413,622;213,65;305,24;140,147;122,33
24/05/2005;500,151;11133,65;318,014;415,51;213,91;305,97;140,438;122,634
25/05/2005;504,283;11014,43;317,102;417,688;213,55;309,14;140,369;122,788
26/05/2005;503,385;11027,94;316,515;418,973;212,74;310,34;139,424;122,52
27/05/2005;507,069;11192,33;318,658;425,442;212;310,43;138,339;122,307
30/05/2005;508,177;11266,33;319,852;428,73;210,81;310,43;138,197;122,331
31/05/2005;492,269;11276,59;316,186;422,99;211,83;310,45;139,907;122,944
01/06/2005;484,182;11329,67;316,818;429,008;212,53;315,9;140,356;123,381
02/06/2005;488,66;11280,05;320,966;437,81;214,37;315,49;141,199;123,489
03/06/2005;495,236;11300,05;323,167;438,973;217,73;319,68;141,28;123,423
06/06/2005;506,573;11270,62;326,995;426,107;221,52;319,85;141,761;123,457
07/06/2005;508,209;11217,45;328,739;421,996;224,12;317,53;143,414;124,043
08/06/2005;504,158;11281,03;330,342;422,614;223,73;313,91;144,365;124,441
09/06/2005;493,008;11160,88;328,626;417,69;224,66;316,61;144,118;124,409
10/06/2005;497,179;11304,23;327,187;422,163;230,68;314,25;143,86;124,205
13/06/2005;498,135;11311,51;326,865;424,231;232,08;317,7;142,401;123,836
14/06/2005;496,398;11335,92;328,927;432,46;231,55;316,6;141,868;123,62
15/06/2005;503,262;11415,88;331,321;433,792;232,83;319,35;139,598;122,787
16/06/2005;507,101;11416,38;334,695;440,252;240,89;321,63;139,217;122,364
17/06/2005;516,844;11514,03;341,22;448,236;246,71;326,1;140,485;122,779
20/06/2005;514,155;11483,35;340,006;448,08;246,56;329,13;139,788;122,584
21/06/2005;512,199;11488,74;340,164;445,632;247,6;325,75;141,794;123,461
22/06/2005;515,238;11547,28;339,152;446,039;248,75;323,9;143,782;124,254
23/06/2005;513,155;11576,75;335,606;436,409;251,39;324,38;143,311;124,151
24/06/2005;511,698;11537,03;331,507;435,35;253,51;325,45;143,797;124,319
27/06/2005;512,861;11414,28;330,867;441,022;253,05;324,6;144,508;124,626
28/06/2005;515,07;11513,83;332,917;443,911;250,4;318,83;142,953;124,114
29/06/2005;515,145;11577,44;330,447;445,429;250,12;318;142,445;123,955
30/06/2005;515,814;11584,01;331,883;442,127;250,49;315,51;143,586;124,41
01/07/2005;510,019;11630,13;326,819;446,991;247,09;318,24;143,184;124,154
04/07/2005;508,785;11651,55;327,33;441,682;244,99;318,24;142,842;123,938
05/07/2005;509,22;11616,7;324,257;443,966;244,23;324,06;142,117;123,539
06/07/2005;512,644;11603,53;323,06;441,614;242,92;328,18;141,848;123,431
07/07/2005;509,918;11590,14;319,08;440,411;243,12;326,46;142,445;123,829
08/07/2005;509,06;11565,99;319,589;446,974;238,21;328,67;142,616;123,846
11/07/2005;524,94;11674,79;323,965;450,531;232,65;330,86;141,504;123,391
12/07/2005;545,337;11692,14;328,089;457,563;237,49;336,45;141,44;123,369
13/07/2005;541,553;11659,84;325,833;458,442;236,12;339,24;140,604;123,08
14/07/2005;551,999;11764,26;329,269;459,68;236,81;341,22;139,878;122,792
15/07/2005;546,512;11758,68;327,411;453,689;231,17;341,68;139,872;122,737
18/07/2005;545,233;11758,68;329,227;456,706;232,08;339,24;140,648;123,028
19/07/2005;544,427;11764,84;326,314;458,778;237,44;337,5;140,065;122,683
20/07/2005;545,756;11789,35;329,839;461,408;234,03;336,85;139,822;122,576
21/07/2005;552,27;11786,73;337,579;465,972;232,84;333,35;139,764;122,674
22/07/2005;553,078;11695,05;341,6;462,882;223,9;336,72;141,266;123,293
25/07/2005;553,828;11762,65;340,21;449,433;225,02;336,76;141,849;123,521
26/07/2005;546,439;11737,96;338,096;446,271;228,84;337,76;141,275;123,195
27/07/2005;552,516;11835,08;337,327;455,382;231,52;339,51;141,753;123,377
28/07/2005;557,578;11858,31;336,588;463,802;232,29;343,38;141,646;123,303
29/07/2005;557,501;11899,6;339,935;467,93;228,84;344,34;141,597;123,196
01/08/2005;566,356;11946,92;339,741;474,722;228,01;348,43;140,185;122,591
02/08/2005;571,049;11940,2;341,77;484,213;230,21;350,27;139,528;122,294
03/08/2005;578,132;11981,8;343,637;486,109;232,59;348,44;139,865;122,366
04/08/2005;580,685;11883,31;344,909;485,799;235,3;348,44;139,875;122,342
05/08/2005;576,024;11766,48;342,882;486,255;242,27;349,6;138,787;121,814
08/08/2005;581,677;11778,98;344,096;490,004;241,39;351,73;139,106;121,92
09/08/2005;580,378;11900,32;342,479;492,908;239,98;348,7;139,194;121,896
10/08/2005;594,745;12098,08;345,158;500,646;242,99;354,91;139,772;122,117
11/08/2005;596,693;12263,32;352,113;496,024;245,97;359,04;139,733;122,114
12/08/2005;594,667;12261,68;352,45;489,121;252,44;359,73;140,669;122,582
15/08/2005;593,004;12256,55;349,504;496,263;254,42;357,89;141,194;122,786
16/08/2005;588,709;12315,67;351,234;490,61;254,82;358,34;142,026;123,221
17/08/2005;577,315;12273,12;348,081;490,856;258,01;351,96;141,952;123,212
18/08/2005;570,571;12307,37;342,355;485,305;260,05;350,86;142,854;123,582
19/08/2005;573,554;12291,73;341,778;474,984;268,26;354,34;142,762;123,552
22/08/2005;580,713;12452,51;347,292;486,048;268,62;357,6;142,958;123,632
23/08/2005;578,899;12472,93;345,712;481,483;266,33;357,04;143,638;123,884
24/08/2005;576,532;12502,26;343,185;478,781;264,8;358,65;143,806;123,926
25/08/2005;574,94;12405,16;343,063;482,477;265,01;358,15;144,23;124,221
26/08/2005;572,543;12439,48;345,108;479,172;268,11;357;144,246;124,107
29/08/2005;574,945;12309,83;338,174;482,027;267,32;361,68;144,403;124,155
30/08/2005;568,379;12453,14;338,896;484,28;264,15;367,26;144,49;124,151
31/08/2005;580,05;12413,6;341,124;493,863;265,09;365,73;145,479;124,612
01/09/2005;601,979;12506,97;349,926;498,682;266,63;372;146,394;125,071
02/09/2005;610,038;12600;349,244;506,305;267,01;368,14;146,225;125,071
05/09/2005;607,625;12634,88;350;510,63;268,02;368,14;146,618;125,187
06/09/2005;607,239;12599,43;350,298;516,658;268,99;365,89;146,063;124,921
07/09/2005;610,438;12607,59;353,147;518,137;271,52;360,68;145,363;124,634
08/09/2005;611,673;12533,89;353,348;518,162;271,84;361,09;146,199;124,949
09/09/2005;613,409;12692,04;354,143;523,777;270,91;360,84;146,861;125,197
12/09/2005;610,852;12896,43;353,413;523,629;272,1;359,12;144,479;124,442
13/09/2005;609,009;12901,95;353,717;516,661;275,86;358,06;145,042;124,734
14/09/2005;610,804;12834,25;357,138;519,81;277,34;361,16;145,411;124,8
15/09/2005;610,859;12986,78;354,388;527,348;279,38;358,63;145,045;124,596
16/09/2005;616,675;12958,68;357,394;534,317;283,27;354,94;144,009;124,225
19/09/2005;616,176;12958,68;357,341;539,111;286,88;367,82;145,361;124,739
20/09/2005;617,271;13148,57;360,931;539,58;288,01;365,38;145,725;124,766
21/09/2005;618,778;13196,57;359,783;551,8;286,49;368,01;147,606;125,408
22/09/2005;615,373;13159,36;356,85;547,809;287,58;369,65;147,506;125,364
23/09/2005;609,119;13159,36;354,313;551,635;284,15;364,98;146,88;125,063
26/09/2005;613,766;13392,63;358,162;554,22;278,17;370,17;144,965;124,384
27/09/2005;616,75;13310,04;357,903;554,026;282,79;369,36;145,047;124,342
28/09/2005;619,123;13435,91;358,794;559,522;281,54;374,14;145,47;124,346
29/09/2005;629,378;13617,24;363,678;560,916;282,45;375,34;145,385;124,108
30/09/2005;638,594;13574,3;363,553;570,411;280,98;374,57;145,47;124,181
03/10/2005;626,6;13525,28;362,682;571,993;279,3;375,12;144,379;123,675
04/10/2005;623,159;13738,84;363,22;567,266;275,25;372,54;144,873;123,831
05/10/2005;613,492;13689,89;352,195;545,504;278,08;371,79;145,174;123,873
06/10/2005;599,145;13359,51;345,251;528,324;281,15;366,87;144,716;123,798
07/10/2005;593,018;13227,74;344,518;538,076;284,5;370,54;144,91;123,824
10/10/2005;594,544;13227,74;347,154;542,361;285,05;372,59;145,405;123,996
11/10/2005;600,462;13556,71;341,732;546,585;281,71;379,95;144,405;123,696
12/10/2005;600,559;13463,74;345,633;540,725;280,88;383,26;143,742;123,354
13/10/2005;580,937;13449,24;339,553;525,938;281,16;381,98;142,092;122,778
14/10/2005;576,439;13420,54;340,132;523,688;284,34;379,57;142,02;122,75
17/10/2005;593,184;13400,29;340,688;537,99;283,55;385,23;141,969;122,662
18/10/2005;583,445;13352,24;341,013;522,27;282,96;381,22;141,981;122,701
19/10/2005;571,418;13129,49;336,333;521,363;284,06;378,5;142,58;122,998
20/10/2005;582,56;13190,46;338,286;511,788;285,12;375,52;141,922;122,675
21/10/2005;571,611;13199,95;335,316;516,966;283,64;373,59;143,714;123,265
24/10/2005;584,556;13106,18;334,678;531,357;283,43;372,64;143,687;123,325
25/10/2005;585,981;13280,62;339,386;527,727;284,94;381,23;141,937;122,619
26/10/2005;589,432;13395,02;343,36;531,565;284,07;376,88;140,428;121,898
27/10/2005;579,902;13417,08;343,967;519,198;285,34;376,91;139,502;121,59
28/10/2005;578,115;13346,54;337,128;525,325;288,32;375,29;139,778;121,587
31/10/2005;585,259;13606,5;341,34;540,249;287,59;371,67;140,681;121,786
01/11/2005;594,244;13867,86;341,345;549,062;289,28;369,87;139,716;121,362
02/11/2005;599,586;13894,78;338,494;551,797;290,25;370,29;139,296;121,069
03/11/2005;617,794;13894,78;342,603;556,042;290,25;374,64;138,937;120,917
04/11/2005;608,653;14075,96;338,783;550,682;290,47;373,31;138,368;120,631
07/11/2005;613,532;14061,6;338,793;556,078;292,16;373,3;138,52;120,623
08/11/2005;602,887;14036,73;342,434;555,487;292,97;373,74;139,674;121,004
09/11/2005;602,724;14072,2;340,282;559,369;293,52;372,63;138,413;120,327
10/11/2005;607,209;14080,88;340,229;558,675;293,78;370,46;138,659;120,409
11/11/2005;610,991;14155,06;342,933;558,968;287,75;372,5;138,989;120,515
14/11/2005;619,746;14116,04;343,379;554,632;285,87;372,44;138,836;120,424
15/11/2005;616,809;14091,77;344,07;552,633;290,58;370,3;138,931;120,546
16/11/2005;616,668;14170,87;345,441;559,509;288,37;372,88;140,425;121,32
17/11/2005;625,187;14411,79;348,05;570,791;287,23;371,1;140,034;121,188
18/11/2005;631,177;14623,12;349,814;567,978;279,74;371,07;138,209;120,199
21/11/2005;638,154;14680,43;350,673;570,931;281,05;372,22;139,648;120,84
22/11/2005;633,894;14708,32;347,893;571,102;280,11;373,02;139,537;120,749
23/11/2005;638,302;14708,32;349,409;578,916;278,69;372,12;139,836;120,916
24/11/2005;644,17;14742,58;353,022;578,259;279,07;372,12;141,498;121,746
25/11/2005;643,045;14784,29;350,608;581,056;278,63;374,51;141,016;121,626
28/11/2005;639,21;14986,94;352,635;577,544;273,62;373,81;141,069;121,659
29/11/2005;633,361;14927,7;351,648;580,275;274,48;373,23;139,958;121,242
30/11/2005;626,557;14872,15;352,103;581,764;277,38;377,04;140,53;121,398
01/12/2005;627,338;15130,5;348,31;592,919;276,49;384,02;141,311;121,845
02/12/2005;639,856;15421,6;353,849;599,994;278,53;386,64;141,643;121,953
05/12/2005;644,035;15551,31;355,968;600,833;278,17;390,23;141,081;121,724
06/12/2005;653,56;15423,38;357,093;611,481;278,1;388,49;142,121;120,975
07/12/2005;664,052;15484,66;355,069;600,813;277,51;389,6;141,33;121,808
08/12/2005;661,094;15183,36;352,197;590,443;278,43;395,73;142,051;122,094
09/12/2005;658,55;15404,05;353,635;589,298;281,71;393,83;140,88;121,39
12/12/2005;668,728;15738,7;357,451;589,555;276,42;397,64;141,693;121,71
13/12/2005;668,008;15778,86;355,265;595,786;273,22;400,75;142,051;121,835
14/12/2005;668,186;15464,58;358,86;593,813;273,54;395,72;142,785;122,109
15/12/2005;664,364;15254,44;355,216;586,246;273,09;391,82;142,824;122,123
16/12/2005;665,952;15173,07;354,177;582,727;269,15;391,33;143,729;122,356
19/12/2005;681,224;15391,48;355,09;572,847;271,78;390,67;144,181;122,499
20/12/2005;678,582;15641,26;352,676;574,816;271,39;389,94;144,095;122,387
21/12/2005;678,746;15957,57;354,988;586,04;265,92;391,13;143,248;121,975
22/12/2005;688,767;15941,37;353,57;586,041;263,85;391,3;143,815;122,195
23/12/2005;694,391;15941,37;353,512;582,688;261,55;391,37;144,04;122,309
26/12/2005;694,675;16107,67;353,512;580,761;261,14;391,37;144,04;122,309
27/12/2005;700,735;15969,4;352,638;579,741;261,55;389,17;144,561;122,546
28/12/2005;691,222;16194,61;356,966;577,487;265,33;393,88;145,43;122,854
29/12/2005;699,576;16344,2;358,751;582,753;266,02;392,79;145,199;122,854
30/12/2005;693,7;16111,43;358,883;584,453;266,02;395,45;145,731;122,834
02/01/2006;694,845;16111,43;358,883;586,294;271,88;395,45;145,002;122,478
03/01/2006;716,892;16111,43;361,418;601,849;269,57;400,18;145,203;122,561
04/01/2006;725,664;16361,54;368,742;616,259;265,99;402,26;145,934;123,092
05/01/2006;719,436;16425,37;369,196;618,147;266,99;399,08;146,212;123,137
06/01/2006;738,668;16428,21;369,65;626,543;270,03;401,71;146,795;123,258
09/01/2006;745,829;16428,21;372,938;630,537;270,06;401,84;147,29;123,27
10/01/2006;744,772;16124,35;371,407;626,862;270,05;401,55;146,87;122,997
11/01/2006;753,67;16363,59;374,717;638,156;270,06;401,52;146,625;122,846
12/01/2006;754,18;16445,19;373,573;637,931;271,74;402,35;147,401;123,201
13/01/2006;764,115;16454,95;373,817;638,143;271,81;405,51;147,28;123,206
16/01/2006;752,525;16268,03;374,587;644,19;269,73;405,51;146,883;123,096
17/01/2006;740,499;15805,95;375,698;632,469;266,12;409,79;147,067;123,253
18/01/2006;738,608;15341,18;368,042;621,748;265,75;406,89;146,88;123,134
19/01/2006;771,154;15696,28;371,413;635,978;267,93;410,31;145,157;122,407
20/01/2006;773,013;15696,69;373,175;641,228;265,48;413,48;144,395;122,137
23/01/2006;773,045;15360,65;372,381;643,508;263,18;414,77;143,858;121,968
24/01/2006;774,243;15648,89;372,309;660,64;259,89;415,17;144,193;122,084
25/01/2006;780,59;15651;376,196;660,13;262,9;416,43;142,527;121,492
26/01/2006;776,762;15891,02;377,271;673,536;263,79;416,51;140,628;120,967
27/01/2006;783,528;16460,68;379,96;674,513;258,54;419,73;140,545;120,915
30/01/2006;778,94;16551,23;380,755;682,549;251,1;424,01;141,31;121,096
31/01/2006;797,987;16649,82;383,698;684,322;258,35;423,38;141,701;121,162
01/02/2006;810,247;16480,09;385,075;685,739;258,41;421,25;140,583;120,6
02/02/2006;816,526;16710,55;380,313;669,371;259,89;420,52;140,738;120,576
03/02/2006;793,337;16659,64;375,599;662,077;254,9;423,78;141,468;120,962
06/02/2006;803,189;16747,76;375,637;673,54;254,04;421,67;141,371;120,941
07/02/2006;794,874;16720,99;374,082;658,735;253,47;413,53;140,499;120,654
08/02/2006;769,559;16272,68;367,067;653,913;250,49;413,42;141,041;120,827
09/02/2006;790,074;16439,67;370,786;662,767;250,52;416,61;141,678;121,056
10/02/2006;789,972;16257,83;369,703;663,432;247,12;407,13;142,053;121,241
13/02/2006;764,941;15877,66;366,231;648,321;243,64;402,45;140,929;120,797
14/02/2006;751,528;16184,87;369;655,831;238,83;401,89;141,252;120,962
15/02/2006;759,621;15932,83;368,808;665,702;237,98;394,99;140,793;120,865
16/02/2006;756,647;16043,67;365,404;681,601;246;396,82;140,552;120,786
17/02/2006;786,53;15713,45;364,351;687,397;246,99;400,94;141,607;121,238
20/02/2006;790,912;15437,93;369,023;688,778;244,06;400,94;141,923;121,396
21/02/2006;790,838;15894,94;371,154;687,054;241,01;409,19;141,955;121,349
22/02/2006;787,725;15781,78;369,982;684,756;240,49;404,89;142,73;121,593
23/02/2006;788,252;16096,1;373,977;693,844;239,84;402,41;141,555;121,048
24/02/2006;776,839;16101,91;372,754;695,337;240,88;407,63;141,433;120,915
27/02/2006;774,084;16192,95;374,532;693,381;236,62;399,77;140,744;120,55
28/02/2006;753,752;16205,43;376,925;691,274;234,52;404,8;142,082;120,961
01/03/2006;752,883;15964,46;372,312;700,291;234,67;404,39;141,262;120,692
02/03/2006;766,929;15909,76;377,624;702,696;232,9;411,19;140,086;120,06
03/03/2006;751,908;15663,34;375,669;703,073;229,06;413,32;139,902;119,871
06/03/2006;747,019;15901,16;375,374;689,726;229,59;406,49;140,492;120,059
07/03/2006;714,255;15726,02;369,685;660,632;230,91;400,71;139,979;119,861
08/03/2006;714,447;15627,49;368,75;654,936;230,64;397,12;138,34;119,477
09/03/2006;732,462;16036,91;371,123;647,086;231;400,19;137,772;119,412
10/03/2006;726,67;16115,63;368,328;654,608;231,3;401,41;136,471;118,993
13/03/2006;735,034;16361,51;373,741;664,066;225,89;404,83;136,377;118,947
14/03/2006;750,046;16238,36;374,219;676,07;214,72;408,62;137,171;119,297
15/03/2006;773,8;16319,04;376,471;685,653;211,56;407,33;137,078;119,133
16/03/2006;771,643;16096,21;376,94;692,573;221,33;408,53;137,792;119,32
17/03/2006;776,061;16339,73;373,214;688,366;225,14;409,66;136,97;118,951
20/03/2006;777,74;16624,8;372,414;688,128;225,43;404,6;137,703;119,257
21/03/2006;767,123;16624,8;368,54;674,931;225,37;407,01;137,533;119,079
22/03/2006;767,564;16495,48;371,907;677,764;227,1;404,78;138,297;119,368
23/03/2006;778,682;16489,37;370,759;672,944;224,72;411,52;137,588;119,145
24/03/2006;783,924;16560,87;369,472;674,625;222,82;412,66;138,12;119,434
27/03/2006;794,281;16650,1;370,704;669,126;220,74;413,9;138,173;119,482
28/03/2006;781,066;16690,24;372,288;650,249;222,54;417,54;136,158;118,539
29/03/2006;774,471;16938,41;369,671;659,594;224,8;418,49;135,67;118,346
30/03/2006;805,185;17045,34;376,793;670,975;227,11;424,01;135,44;118,259
31/03/2006;798,179;17059,66;377,449;673,116;229,76;419,74;135,391;118,223
03/04/2006;816,702;17333,31;383,642;689,123;233,25;424,8;134,231;117,706
04/04/2006;821,588;17292,91;383,909;696,255;233,79;419,68;133,641;117,526
05/04/2006;819,245;17243,98;390,816;698,597;236,54;425,65;132,495;117,4
06/04/2006;812,826;17489,33;395,686;700,71;235,3;430,44;130,984;117,136
07/04/2006;800,801;17563,37;393,764;689,372;234,77;424,9;130,309;117,082
10/04/2006;798,063;17456,58;390,949;685,036;235,9;428,89;130,599;117,002
11/04/2006;806,782;17418,13;396,287;677,846;236,06;428,6;131,5;117,218
12/04/2006;801,847;17162,55;391,64;681,065;231,78;428,09;131,612;117,136
13/04/2006;797,506;17199,15;388,091;677,699;233,76;426,71;129,853;116,462
14/04/2006;797,462;17233,82;388,091;677,699;228,57;426,71;129,853;116,462
17/04/2006;804,081;17000,36;394,882;686,951;230,07;431,11;129,853;116,462
18/04/2006;816,033;17232,86;400,137;704,07;226,03;441,24;129,677;116,459
19/04/2006;822,514;17350,12;407,026;713,328;223,48;443,88;129,809;116,474
20/04/2006;815,218;17317,53;401,723;710,499;222,16;438,51;130,363;116,673
21/04/2006;816,714;17403,96;403,656;714,707;215,65;448,61;129,96;116,539
24/04/2006;806,902;16914,4;404,741;713,973;215,3;442,3;130,077;116,586
25/04/2006;808,722;16970,29;406,048;714,615;217,72;446,87;129,234;116,081
26/04/2006;805,944;17055,93;414,266;720,008;217,85;446,32;129,483;116,127
27/04/2006;809,039;17114,54;414,397;710,575;214,86;436,36;129,625;116,171
28/04/2006;818,201;16906,23;411,98;723,06;213,13;440,39;130,447;116,41
01/05/2006;825,444;16925,71;417,404;726,214;214,42;445,37;130,447;116,41
02/05/2006;828,898;17153,77;415,443;740,707;214,01;448,86;130,09;116,245
03/05/2006;825,443;17394,92;419,402;740,67;211,26;443,23;129,497;116,013
04/05/2006;829,889;17394,92;414,345;743,548;209,45;445,72;128,882;115,721
05/05/2006;839,75;17394,92;418,969;753,694;199,41;449,62;129,148;116,032
08/05/2006;829,039;17291,67;423,349;760,036;200,16;448,77;128,932;115,915
09/05/2006;839,474;17190,91;425,803;766,694;200,42;456,99;128,823;115,816
10/05/2006;847,376;16951,93;429,397;767,613;195,23;466,42;129,24;116,048
